entidad	instancia_de	subclase_de
Liga de estudiantes de arte de Nueva York	academia de bellas artes, recinto artístico	
profesor de educación física	profesión, cargo, ocupación	profesor especialista
Instituto Técnico Militar	escuela	
Premios Emmy	premio televisivo, grupo de premios	premio televisivo
Bejucal	villa, municipio de Cuba	
profesor	profesión, cargo, ocupación	educador, school staff
Middlebury College	universidad, institución educativa privada sin fines de lucro	
alcalde	cargo público, cargo elegido	alcalde, alto cargo
Cobra	tipo de coche de tranvía	
pintor	profesión, Q778000	trabajador de la construcción, menestral
Salón de la fama de Wrestling Observer Newsletter	distinción, Salón de la Fama del Deporte	
Universidad Brown	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro, editorial académica	
líder de banda	cargo, musician role, ocupación en la música	músico, líder
Eglise Gutiérrez	ser humano	
Eladio Valdés	ser humano	
Eli Marrero	ser humano	
Eliades Acosta	ser humano	
Eliecer Castillo	ser humano	
Eliseo Valdés Erutes	ser humano	
Elizabeth Caballero	ser humano	
Elizardo Sánchez	ser humano	
Eliécer Pérez	ser humano	
Eloína Echevarría	ser humano	
Elsa Alvarez	ser humano	
Elsie Fox	ser humano	
Elvis Yero	ser humano	
Emiliano Díez	ser humano	
Emilio Bacardí Moreau	ser humano	
Emilio Falero	ser humano	
Emilio Lara	ser humano	
Emilio Ochoa	ser humano	
Emilio Palmero	ser humano	
Emilio Palomino	ser humano	
Escuela Secundaria Coral Gables	escuela secundaria superior	
Escuela de Música Frost	conservatorio de música, escuela de música	
activista por los derechos humanos	ocupación	activista político
Escuela Secundaria Mayor de Miami Beach	escuela secundaria superior	
Omara Portuondo	ser humano	
Marymount School, Nueva York	escuela	
Embajadores de las Naciones Unidas	título de autoridad, título honorífico, cargo	Embajador de Buena Voluntad
Medalla de Oro al Mérito en las Bellas Artes	premio artístico, condecoración civil	
Yesenia Centeno	ser humano	
Issac Delgado	ser humano	
Michael Aris	ser humano	
Manuel «Guajiro» Mirabal	ser humano	
Omar Cisneros	ser humano	
Roberto Skyers	ser humano	
Eliades Ochoa	ser humano	
Bárbaro Félix Marín	ser humano	
Candelario Duvergel	ser humano	
Hector Lombard	ser humano	
Carlos Fariñas	ser humano	
Carlos Franqui	ser humano	
Carlos Jesús Patricio Baladrón Valdés	ser humano	
Carlos Manuel de Céspedes y Quesada	ser humano	
Carmen Trustée	ser humano	
Yoan Pablo Hernández	ser humano	
Yordenis Ugás	ser humano	
Celso Golmayo Zúpide	ser humano	
Francisco Ferreras	ser humano	
Carlos Bringuier	ser humano	
maratonista	profesión	fondista
Premio Grammy latino por mejor álbum tropical tradicional	categoría de un premio	premio al mejor álbum (por género)
Canadá	parada de autobús	
Escuela de Estudios Orientales y Africanos	institución educativa universitaria, organización educativa, editor de acceso abierto, universidad pública de investigación, constituent college	
St John's College	complejo de edificios, college de la Universidad de Oxford	
Melena del Sur	ciudad, municipio de Cuba	
Minas	página de desambiguación de Wikimedia	
Songo	villa, municipio de Angola	
luchador de muay thai	profesión, ocupación	boxeador
Cifuentes	municipio de España	
Orden al Mérito de Chile	orden	
Logroño	municipio de La Rioja	
nadador	ocupación	deportista
apneísta	ocupación	buceador, deportista
Lourdes Rensoli	ser humano	
Lucía Hechavarría Schwesinger	ser humano	
Luis Alberto García	ser humano	
Luis Alcívar Elizalde	ser humano	
Luis Fernando Cabrera Hernández	ser humano	
Luis Giraldo Casanova	ser humano	
Luis Miguel Valdés Morales	ser humano	
Luis Salvador Cruz Azeta	ser humano	
Luis de la Paz	ser humano	
Luisa Martínez Casado	ser humano	
Luisa Pérez de Zambrana	ser humano	
Lutgarda González Géigel	ser humano	
Luz Vázquez	ser humano	
Lázaro Zamora Jo	ser humano	
Idalberto Aranda	ser humano	
Idalmis Bonne	ser humano	
Magdalena Peñarredonda	ser humano	
Maite Díaz González	ser humano	
Manuel Almagro Urrutia	ser humano	
Manuel Aranaz Castellanos	ser humano	
conservador de museo	profesión, cargo, ocupación	museólogo, profesional de museos
profesor universitario	profesión académica	profesor, académico
Guayaquil	ciudad, gran ciudad, ciudad más grande	
Universidad Pontificia de Salamanca	universidad privada, universidad pontificia, editor de acceso abierto	
El Cobre	página de desambiguación de Wikimedia	
Punta Alegre	página de desambiguación de Wikimedia	
Premio Alejo Carpentier	distinción	
deportista	profesión, ocupación	personalidad del deporte
Niceto Pérez	ciudad, municipio de Cuba	
Mariel	ciudad, municipio de Cuba	
academia de bellas artes		academia, institución educativa de artes
Universidad de Deusto	universidad católica, universidad privada, editor de acceso abierto, universidad jesuita	
Alejandro Portes	ser humano	
Alejandro Mayorkas	ser humano	
Alberto Manzano	ser humano	
Alberto Martinez Piedra	ser humano	
Alberto Martín y Villaverde	ser humano	
Alberto Sánchez	página de desambiguación de nombres humanos	
Alberto Villoldo	ser humano	
Alberto de la Campa y Roff	ser humano	
Alcibiades Hidalgo	ser humano	
Alcides Carón	ser humano	
Aldenay Vasallo	ser humano	
Aldo Martínez	ser humano	
Aldo Pruna Díaz	ser humano	
Al2	ser humano	
Alejandro Argudín-Zaharia	ser humano	
Alejandro Castro Espín	ser humano	
Alejandro González Raga	ser humano	
Alejandro Oms	ser humano	
Alex Abella	ser humano	
Mariblanca Armenteros	ser humano	
demógrafo	profesión	científico
Universidad de Princeton	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro, editorial académica	
Escuela Secundaria de Beverly Hills	escuela secundaria superior, escuela pública	
diplomático	profesión, título corporativo	estadista, alto cargo
Universidad de Georgetown	universidad católica, universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
Universidad Católica de América	universidad católica	
Universidad Estatal de San Francisco	universidad, institución educativa pública de los Estados Unidos	
entrenador de selección nacional	profesión, cargo	entrenador
Universidad Nacional de Educación Física y Deporte de Ucrania	universidad, sports higher education institution, editor de acceso abierto	
piragüista	profesión	deportista
rapero	ocupación, profesión musical	vocalista, músico de hip-hop
Víctor Manuel García Valdez	ser humano	
Walter Benítez	ser humano	
Fina García Marruz	ser humano	
Yadil Orestes Mujica Díaz	ser humano	
Omar Godinez Lanso	ser humano	
Mariana de Gonich	ser humano	
Niurka González	ser humano	
Manuel Granados	ser humano	
Willy de Blanck	ser humano	
Leslie Anderson	ser humano	
Alberto Inzúa	ser humano	
Yosvany Terry	ser humano	
Damaris Calderón Campos	ser humano	
