entidad	instancia_de	subclase_de
economista	profesión, grupo de ocupaciones de la CIUO	científico social, profesionales sociales y religiosos
Puerto Nare	municipio de Colombia	
Antonio Mora Vélez	ser humano	
Antonio Panesso Robledo	ser humano	
Antonio París Ricaurte	ser humano	
Antonio Ramírez González	ser humano	
Antonio Sanint	ser humano	
Antonio Sánchez de Orellana	ser humano	
Antonio Vélez Montoya	ser humano	
Antonio Zuluaga	ser humano	
Anuar Hurtado	ser humano	
Aníbal Mosquera	ser humano	
Apolinar Díaz Callejas	ser humano	
Apolinar Salcedo Caicedo	ser humano	
Araceli Morales López	ser humano	
Argelino Durán Quintero	ser humano	
Argemiro Vacca	ser humano	
Ariel Sevillano	ser humano	
Arleth Casado de López	ser humano	
Arlinton Murillo	ser humano	
Armando Maldonado	ser humano	
Armando Nieves	ser humano	
Yolombó	municipio de Colombia	
Universidad de Illinois	escuela, sistema de universidad estatal	
funcionario	profesión, alto cargo, cargo	persona jurídica, burócrata, alto cargo, empleado público
Ministro de Cultura de Colombia	cargo	ministro de Cultura
Gran Cruz de la Orden del Mérito Civil	grado de una orden	Gran Cruz
Ocaña	página de desambiguación de Wikimedia	
Barbacoas	página de desambiguación de Wikimedia	
San Andrés de Sotavento	municipio de Colombia	
El Copey	municipio de Colombia	
Yonnhy Pérez	ser humano	
Zuleima Araméndiz	ser humano	
Álvaro Cepeda Samudio	ser humano	
Álvaro Gómez Hurtado	ser humano	
Álvaro Teherán	ser humano	
Álvaro Valbuena	ser humano	
Óscar Muñoz	ser humano	
Joaquín Acosta	ser humano	
Achito Vivas	ser humano	
Karen Martínez	ser humano	
Alex Fernández	ser humano	
Alex Valderrama	ser humano	
Alfonso Novoa	ser humano	
Juan Andrés Bolaños	ser humano	
Andi Baiz	ser humano	
Andrés Cadavid	ser humano	
Ángela María Espinosa	ser humano	
Antonio Rada	ser humano	
Antonio Julio de la Hoz	ser humano	
Aníbal Alzate	ser humano	
María La Baja	municipio de Colombia	
baloncestista	profesión	deportista, jugador competitivo
universidad de Houston	universidad, institución educativa pública de los Estados Unidos	
artista visual	profesión artística, grupo de ocupaciones de la CIUO	creative and performing artist
Premio internacional de la Fundación Hasselblad	international award, photography award	
Guaduas	municipio de Colombia	
científico	profesión, cargo	investigador, erudito
New York University Tisch School of the Arts	organización, facultad universitaria, escuela de cine, escuela de artes escénicas	
esgrimista	ocupación	deportista
Sabanalarga	página de desambiguación de Wikimedia	
Arley Betancourth	ser humano	
Augusto Vargas Cortés	ser humano	
Aurora Cossio	ser humano	
Beatriz Luz Lattanzi	ser humano	
Bonner Mosquera	ser humano	
Breyner Bonilla	ser humano	
Byron Tenorio	ser humano	
Camilo Becerra	ser humano	
Candelo Cabezas	ser humano	
Luis Fernando Mosquera	ser humano	
Carlos Alberto Barreto	ser humano	
Carlos Fernando Asprilla	ser humano	
Carlos Enrique Carrasquilla	ser humano	
Carlos Gutiérrez	página de desambiguación de nombres humanos	
Carlos Gaviria	ser humano	
Carlos José Robayo Escobar	ser humano	
Carlos Pizarro Leongómez	ser humano	
Carlos Rentería	ser humano	
Carolina Márquez	ser humano	
Fulgencio Zúñiga	ser humano	
Italia	país, estado soberano	
Condoto	municipio de Colombia	
Esmeraldas	ciudad	
Universidad Metodista del Sur	universidad privada, institución educativa privada sin fines de lucro	
percusionista	ocupación, profesión musical	instrumentalista
Valle del Cauca	departamento de Colombia	
Dabeiba	municipio de Colombia	
Universidad de Nueva York	escuela, lugar de trabajo, universidad privada, universidad de investigación, institución educativa privada sin fines de lucro	
disc-jockey	ocupación, profesión musical	músico
Padilla	taxón	
Daniel Bluman	ser humano	
Daniel Caro Borda	ser humano	
Daniel Jaramillo	ser humano	
Daniel Rincón	ser humano	
Daniel Zamudio	ser humano	
Darío de Jesús Monsalve Mejía	ser humano	
Froilán Casas Ortíz	ser humano	
José Ignacio de Márquez	ser humano	
Diana Isabel Pineda Zuleta	ser humano	
Diego Tamayo	ser humano	
Omar Delgado Gómez	ser humano	
Jairo Jaramillo Monsalve	ser humano	
Juan Francisco Sarasti Jaramillo	ser humano	
Rufino José Cuervo Urisarri	ser humano	
Iván Parra	ser humano	
Sergio Vélez	ser humano	
Francisco Escobar	ser humano	
Jorge Cao	ser humano	
Mónica Uribe	ser humano	
Adriana Campos	ser humano	
jinete hípico	profesión, ocupación	deportista, jinete
Jardín	municipio de Colombia	
Ramiriquí	municipio de Colombia	
Universidad de Puerto Rico - Recinto Universitario de Mayagüez	universidad, Universidad de concesión de tierras	
saltador	profesión	deportista
romanista	profesión	filólogo moderno
Diccionario de construcción y régimen de la lengua castellana	obra literaria	
Caibarién	ciudad, municipio de Cuba	
Cuba	país, país insular, Estado unitario, Estado comunista, estado soberano	
Chaparral	página de desambiguación de Wikimedia	
Camilo Suárez	ser humano	
Hernando Casanova	ser humano	
Hernando Durán Dussán	ser humano	
Hernando Osorio	ser humano	
Hernando Molina Araújo	ser humano	
Hernando Pizarro Leongómez	ser humano	
Hernando Urriago Benítez	ser humano	
Hernán Barreneche	ser humano	
Hernán Medina Calderón	ser humano	
Hernán Patiño	ser humano	
Hernán Orjuela	ser humano	
Campo Elías Romero Fuenmayor	ser humano	
Campo Elías Santacruz	ser humano	
Campo Elías Terán	ser humano	
Caracciolo Parra León	ser humano	
Carlos Alberto Castro	ser humano	
Carlos Alberto Mariño Sabogal	ser humano	
Carlos Albornoz Guerrero	ser humano	
Carlos Alfredo Suárez	ser humano	
Carlos Altafulla	ser humano	
Uruguay	país, Estado laico, república constitucional, estado soberano	
Ministro de Educación de Colombia	cargo	ministro de Educación
Gobernador de Cesar	cargo público	gobernador
Caicedonia	municipio de Colombia	
presentador de televisión	cargo, ocupación mediática	actor, celebridad, presentador, profesional de medios, periodista de televisión, personalidad televisiva, presentador de programa
San Antero	municipio de Colombia	
Universidad Central de Venezuela	universidad pública, editor de acceso abierto	
Turbo	página de desambiguación de Wikimedia	
vendedor	profesión, cargo	Trabajador de servicios y ventas
cantautor	ocupación, profesión musical	cantante, compositor de canciones
Carlos Sánchez	página de desambiguación de nombres humanos	
Carlos Toledo Plata	ser humano	
Carlos Urrutia	página de desambiguación de nombres humanos	
Carmelina Soto Valencia	ser humano	
Carmen Marina Torres	ser humano	
Carmen Rodallega	ser humano	
Carolina Castillo	página de desambiguación de nombres humanos	
Carolina Correa Londoño	ser humano	
Carolina Colorado	ser humano	
Carolina Isakson de Barco	ser humano	
Carolina Guerra	ser humano	
Catalina Usme	ser humano	
Cecilia Orozco Tascón	ser humano	
María Carmenza Morales Rendón	ser humano	
César Augusto Arias	ser humano	
Chanoir	ser humano	
Charles Monsalvo	ser humano	
Charles Quinto	ser humano	
Ciro Arturo Pupo Castro	ser humano	
Clara Juliana Guerrero	ser humano	
Fredonia	página de desambiguación de Wikimedia	
El Charco	municipio de Colombia	
luchador	ocupación	luchador
Támesis	río	
Caldas	departamento de Colombia	
York	ciudad, ciudad condado, gran ciudad, zona no parquizada	
Primera dama de Colombia	cargo	primera dama
Itagüí	municipio de Colombia	
triatleta	profesión, ocupación	deportista
Barrancabermeja	municipio de Colombia	
Universidad Santo Tomás	universidad privada, editor de acceso abierto	
jugador de bolos	profesión	deportista
Luis Zuleta	ser humano	
Manuel Ruiz Montealegre	ser humano	
María Teresa Barreto	ser humano	
Maricella González	ser humano	
Martín Cárdenas Ochoa	ser humano	
Martín Zapata	ser humano	
Fernando González	ser humano	
Mateo Arias Diaz	ser humano	
Mauricio Rivas	ser humano	
Mayer Andrés Candelo García	ser humano	
Erika Abril	ser humano	
Miguel Lora	ser humano	
Miguel Montaño	ser humano	
Natalia Ramírez	ser humano	
Oscar Arango	ser humano	
Oswaldo Salgado	ser humano	
Olga Elena Mattei	ser humano	
Mario Llanos	ser humano	
Pedro Camilo Franco	ser humano	
Pedro Portocarrero	ser humano	
piloto de motociclismo	profesión, deportista	piloto de carreras, motociclista
juez	propiedad de Wikidata relacionada con el derecho y la justicia	
San José de Pare	municipio de Colombia	
fondista	profesión	corredor
Arecibo	extended play	
Dagua	municipio de Colombia	
Jorge Tadeo Lozano	ser humano	
Catalina Acosta	ser humano	
Vicky Dávila	ser humano	
Daniella Álvarez	ser humano	
David Montoya	ser humano	
Hamilton Ortega	ser humano	
Édgar Ramos	ser humano	
Eduardo Borrero	ser humano	
Eduardo Vilarete	ser humano	
Ernesto Guerra	ser humano	
