entidad	instancia_de	subclase_de
obispo diocesano	cargo eclesiástico, función episcopal	obispo, pastor, ordinario, clérigo diócesano, cabeza de una diócesis
Escuela Nacional Superior de Bellas Artes de París	museo, academia de bellas artes, Gran Escuela	
presidente del Senado de Perú	cargo público, cargo	presidente del senado, senador de Perú
Cruz federal de la República de Alemania al mérito	grado de una orden	Gran Cruz
Provincia de Chota	provincia del Perú	
vicepresidente	cargo, título corporativo, ocupación	alto cargo, adjunto, oficial
Universidad de Tel Aviv	universidad pública, editor de acceso abierto, Asociación de derecho otomano	
Sodalicio de Vida Cristiana	sociedad de vida apostólica, organización religiosa	
tirador		cinturón
España, aparta de mí este cáliz	obra literaria	
Juan Crisóstomo Torrico	ser humano	
Gianfranco Espejo	ser humano	
Oscar Quiñones	ser humano	
Mario Cuba	ser humano	
Mario Peña Angulo	ser humano	
Mateo CrawleyBoevey	ser humano	
Nemesio Rivera Meza	ser humano	
Gustavo Gorriti	ser humano	
Ricardo Uceda	ser humano	
José Rufino Echenique	ser humano	
Salvador Salguero	ser humano	
Luis Alberto Ramírez Benites	ser humano	
Eloy Gaspar Ureta Montehermoso	ser humano	
Justo Figuerola	ser humano	
Manuel Menéndez	ser humano	
Rodulfo Manzo	ser humano	
Marcos Calderón	ser humano	
Pablo Arraya	ser humano	
Domingo Nieto	ser humano	
sacerdote	ocupación religiosa	clérigo
La República	periódico, diario	
Swiss Leaks	periodismo de investigación, filtración de información	
Premio María Moors Cabot	premio de periodismo	
Córdoba	municipio de España	
Ilo	conjunto de personajes de la mitología griega	
misionero	profesión, ocupación religiosa	religioso
Florentino Laime Mantilla	ser humano	
Aníbal Quijano	ser humano	
Valeriano López	ser humano	
Germán Carty	ser humano	
Francesco Petrozzi	ser humano	
Francisco Ugaz	ser humano	
Adelfo Magallanes Campos	ser humano	
Manuel Rivera Garrido	ser humano	
Johnny Vegas	ser humano	
Wilhelm Faupel	ser humano	
Luis Guadalupe	ser humano	
Martín del Valle	ser humano	
Gabino Miranda Melgarejo	ser humano	
Tjitte Weistra	ser humano	
Karen Zapata	ser humano	
Raoul de Verneuil	ser humano	
Jorge Pedro Carrión Pavlich	ser humano	
Gloria Jiménez	ser humano	
Grimaldo González	ser humano	
Nelly Fonseca	ser humano	
Yanama	montaña	
sociólogo	profesión, ocupación	científico social
Universidad de Binghamton	universidad, institución educativa pública de los Estados Unidos, editorial académica	
Casma	provincia del Perú	
Universidad Ricardo Palma	universidad, editor de acceso abierto	
Suiza	página de desambiguación de Wikimedia	
embajador en España	clase de embajadores en un país	embajador en un país
Pour le Mérite	orden de caballería, condecoración civil, distinción a la valentía, orden de mérito, medalla al mérito	
entrenador de bádminton	profesión	entrenador
Ferreñafe	ciudad	
obispo de Puno	función episcopal	obispo diocesano, ordinario, obispo sufragáneo, obispo católico latino
Carlos Sowersby	ser humano	
Carlos Torres Garay	ser humano	
Carlos Torres y Torres Lara	ser humano	
Carlos Tubino	ser humano	
Carlos Uribe Zambrano	ser humano	
Carlos Valderrama Herrera	ser humano	
Carlos Valdivia	ser humano	
Carlos Vidal Layseca	ser humano	
Carlos Washburn	ser humano	
Carlos Zavala Loayza	ser humano	
Carlos Zúñiga Segura	ser humano	
Carlos de los Heros	ser humano	
Carlos Álvarez	página de desambiguación de nombres humanos	
Carlos Zegarra	ser humano	
Carmela Abad Mendieta	ser humano	
Carmen Vildoso Chirinos	ser humano	
Carmencita Lara	ser humano	
Carolina Cano	ser humano	
Carolina Infante	ser humano	
Carolina Trivelli	ser humano	
Universidad de Münster	Registrador de Internet Local, universidad pública, comprehensive university	
Ministro de Salud del Perú	cargo	ministro de salud
Pampas	página de desambiguación de Wikimedia	
yudoca	profesión, ocupación	budoka, deportista, artista marcial
Ministra de la Mujer y Poblaciones Vulnerables de Perú	cargo público	
Huaraz	ciudad, gran ciudad	
actor de cine	profesión del cine	actor, film people
Distrito de Miraflores	distrito de Perú	
economista	profesión, grupo de ocupaciones de la CIUO	científico social, profesionales sociales y religiosos
Pilar Bellido	ser humano	
Pozzi Escot	ser humano	
Juan Postigos	ser humano	
Blanca Varela	ser humano	
Pedro Pablo Bermúdez Ascarza	ser humano	
Raúl Chau Quispe	ser humano	
Esther Castañeda	ser humano	
Ricardo García García	ser humano	
Roberto Silva	página de desambiguación de nombres humanos	
Rodolfo Holzmann	ser humano	
Vladimiro Montesinos	ser humano	
Johan Sotil	ser humano	
Salvador Piñeiro	ser humano	
Francisco Javier de Luna Pizarro	ser humano	
Clemente Palma	ser humano	
Silvia Jiménez	ser humano	
Alicia Delgado	ser humano	
Jorge Soto	ser humano	
José Carvallo	ser humano	
Hugo Sotil	ser humano	
Escuela Juilliard	conservatorio de música, escuela de arte dramático, institución educativa privada sin fines de lucro	
Conservatorio de Música de Nueva Inglaterra	conservatorio de música, academia de música, edificio universitario, institución educativa privada sin fines de lucro	
Luz de día	obra literaria	
Pontificia Universidad de la Santa Cruz	universidad pontificia	
Breslavia	ciudad con derechos de distrito	
asesor político	ocupación	asesor, consultor
Variedades	semanario, revista ilustrada	
Oyón	municipio de España	
Juan Bautista Eléspuru	ser humano	
Juan Bautista Túpac Amaru	ser humano	
Juan Bautista de Lavalle	ser humano	
Juan Bravo del Ribero y Correa	ser humano	
Juan Bustamante Arenas	ser humano	
Rafael Yamashiro	ser humano	
Juan Caballero Lora	ser humano	
Juan Carlos Fisher	ser humano	
Laurita Pacheco	ser humano	
Juan Carrillo Barbadillo	ser humano	
Juan Castellanos	ser humano	
Juan Castro Nalli	ser humano	
Juan Criado	ser humano	
Juan Diego Gutiérrez	ser humano	
Juan Diez de San Miguel y Solier	ser humano	
Juan Emilio Salinas	ser humano	
