entidad	instancia_de	subclase_de
Universidad Harvard	universidad privada, Colegios coloniales, universidad de investigación, institución educativa privada sin fines de lucro	
catedrático de universidad	rango académico, título universitario	grado académico, profesor universitario, académico
Prusia Oriental	provincia de Prusia	
comerciante	profesión, clase social	empresario, agente económico, distribuidor
caricaturista	profesión	dibujante, humorista gráfico
físico	profesión	científico físico
Universidad Nacional de Colombia	universidad pública, editor de acceso abierto	
Manuel J. Calle	ser humano	
Ana Quiñonez	ser humano	
Alexandra Vela	ser humano	
Andrés Garzón	ser humano	
Andrés Valverde	ser humano	
Armando Tito Larrea	ser humano	
Celene Cevallos	ser humano	
Camilo Ponce Gangotena	ser humano	
Christian Gómez	ser humano	
Cristian Márquez	ser humano	
Diane Rodríguez	ser humano	
Eduardo Villota	ser humano	
Efrén Proaño	ser humano	
Johnny León	ser humano	
José María Guerrero	ser humano	
José Mora	ser humano	
Francisco de Paula Lavayen	ser humano	
Gina Godoy	ser humano	
Hernán Rodríguez Castelo	ser humano	
Hugo Mejía	ser humano	
San Salvador	entidad territorial administrativa, gran ciudad, distrito de El Salvador	
Universidad de Lima	universidad privada, editor de acceso abierto	
General Villamil	ciudad	
Asociación Silueta X	organización de derechos LGTB+, organización transgénero	
Chone	página de desambiguación de Wikimedia	
Academia Norteamericana de la Lengua Española	sociedad erudita, regulador del idioma, editor de acceso abierto	
Jairo Jaime	ser humano	
Johao Montaño	ser humano	
Jorge Henriques Fuente	ser humano	
Jorge Mendoza Clavijo	ser humano	
José Jhonson	ser humano	
José Lugo Quiñonez	ser humano	
José Luis Celi	ser humano	
Juan Pablo Moncagatta	ser humano	
Kevin Mina	ser humano	
Luis Fernando Torres	ser humano	
Luis Mejía Montesdeoca	ser humano	
Luis Salvador Jaramillo	ser humano	
Luisa Gómez de la Torre	ser humano	
Manuel Cótera	ser humano	
Marcelo Santos	ser humano	
Marco Flores Troncoso	ser humano	
Marco Iván Kaviedes Micolta	ser humano	
Marco Ponce	ser humano	
Marco Proaño Maya	ser humano	
Cantón Rioverde	cantón de Ecuador	
novelista	profesión	escritor
Bahía de Caráquez	ciudad	
Ministro de Finanzas de Ecuador	cargo	ministro de finanzas
Buenos Aires	asentamiento	
ingeniero empresarial	profesión	ingeniero
Marlon Perlaza	ser humano	
María Cristina Kronfle	ser humano	
Nelson Suárez	ser humano	
Nicolás Lapentti Carrión	ser humano	
Olga Gutiérrez	ser humano	
Oscar Achilier	ser humano	
Patricio Romero Barberis	ser humano	
Pedro Pablo Traversari Salazar	ser humano	
Pedro Saad	ser humano	
Víctor Mendoza Cevallos	ser humano	
Rafael Guerrero Valenzuela	ser humano	
Ricardo González	ser humano	
Rimber Mendoza	ser humano	
Rita Lecumberri	ser humano	
Robert Mesías	ser humano	
Roberto Gilbert Elizalde	ser humano	
Rogelio Valdivieso Eguiguren	ser humano	
Carlos Quishpe	ser humano	
Luis Valencia Rodríguez	ser humano	
Soledad Buendía	ser humano	
Universidad Santo Tomás (Florida)	universidad, institución educativa privada sin fines de lucro, editor de acceso abierto	
Orden de la Amistad de los Pueblos	orden, condecoración civil	
periodista	profesión, cargo, ocupación, grupo de ocupaciones de la CIUO	autor, profesional de medios, ocupación mediática, authors, journalists and linguists
Universidad Nacional de Loja	universidad	
Ricardo Mórtola	ser humano	
Vicente Eguiguren Riofrío	ser humano	
Vicente Taiano	ser humano	
José Ragonessi	ser humano	
Xavier Coronel	ser humano	
Zoila Ugarte de Landívar	ser humano	
Óscar Efrén Reyes	ser humano	
Luis Tenorio	ser humano	
Mariuxi Domínguez	ser humano	
Galo René Pérez	ser humano	
Luis Viracocha	ser humano	
Richard Caicedo	ser humano	
Robinson Guevara	ser humano	
Gustavo Asprilla	ser humano	
Silvia Buendía	ser humano	
Lenín de Jesús	ser humano	
Néxar Delgado	ser humano	
Jorge Espín	ser humano	
Luis Alberto Mendoza	ser humano	
Carlos Valencia	ser humano	
actor de voz	Wikidata property to identify contributors to audiovisual works	
Cantón El Guabo	cantón de Ecuador	
Baños	página de desambiguación de Wikimedia	
Comisión Anticorrupción	organización sin fines de lucro	
Cantón Pedernales	cantón de Ecuador	
Julio Bueno	ser humano	
César Andrade Faini	ser humano	
Camilo Coba	ser humano	
Camilo Egas	ser humano	
Carlo Alban	ser humano	
Carlos Alfredo Orejuela Quiñónez	ser humano	
Carlos Andrés Quiñónez	ser humano	
Carlos Bonilla Chávez	ser humano	
Carlos Cueva Tamariz	ser humano	
Carlos Ernesto Castro	ser humano	
Carlos Armando Gruezo Quiñónez	ser humano	
Carlos Moncayo	ser humano	
Carmen Anita Chala Quilumba	ser humano	
Carmen Malo	ser humano	
Caroline Chang	ser humano	
Catalina López	ser humano	
Cipriana Correia	ser humano	
Cisne Rivera	ser humano	
Cristobal Pazmino	ser humano	
Jorge Luis Cevallos Castillo	ser humano	
Académie Colarossi	academia de bellas artes	
Universidad Rutgers	Universidad de concesión de tierras, Colegios coloniales, sea grant institution, universidad pública de investigación	
Universidad del Noroeste	escuela, universidad, instituto de investigación, institución educativa privada sin fines de lucro	
yudoca	profesión, ocupación	budoka, deportista, artista marcial
tirador		cinturón
Schola Cantorum de París	academia de música	
Anita Velastegui	ser humano	
oficial sanitario	profesión	oficial militar, médico militar
Edmundo Zura	ser humano	
Edna Iturralde	ser humano	
Eduardo Bone	ser humano	
Eduardo Castro-Wright	ser humano	
Eduardo Guadamud	ser humano	
Eduardito Maruri	ser humano	
Eduardo Smith	ser humano	
Eduardo X Arroyo	ser humano	
Eduardo Zuleta	ser humano	
Edy Punina	ser humano	
Efren de la Cruz	ser humano	
Efrén Mera	ser humano	
Eliana Quinteros	ser humano	
Elizabeth María Bravo Iniguez	ser humano	
Elysa Ayala González	ser humano	
Emilio Falla	ser humano	
Energio Díaz	ser humano	
Enrique Espín Yépez	ser humano	
Enrique Gil Gilbert	ser humano	
Tomas Peribonio	ser humano	
Premios Internacionales del libro latino	distinción	
Universidad de Texas A&M	universidad, Universidad de concesión de tierras, United States senior military college, institución educativa pública de los Estados Unidos, universidad pública de investigación	
deportista	profesión, ocupación	personalidad del deporte
triatleta	profesión, ocupación	deportista
Miami	ciudad de Estados Unidos	
Universidad de Carolina del Sur	universidad pública, universidad de investigación, institución educativa pública de los Estados Unidos	
Diego Torres	ser humano	
Nikole Castillo	ser humano	
Ricardo Ulcuango	ser humano	
Mayra Olvera	ser humano	
Katherine Ortiz	ser humano	
Ana Valeria Palacios	ser humano	
Denise Pesántes	ser humano	
Mónica Quinteros	ser humano	
Kerly Real	ser humano	
Madelin Riera	ser humano	
Íngrid Rodríguez	ser humano	
Alexandra Salvador	ser humano	
Irene Tobar	ser humano	
Erika Vásquez	ser humano	
Mabel Velarde	ser humano	
Andrea Vera	ser humano	
Merly Zambrano	ser humano	
Juan Martín Moreira Viteri	ser humano	
Denisse Robles	ser humano	
Aldair Vasquez	ser humano	
Chamizo	asentamiento	
Uruguay	país, Estado laico, república constitucional, estado soberano	
actor de teatro	oficio del teatro	actor, theatre maker
Isla Santa Cruz	isla	
Santa Rosa	municipio, gran ciudad	
Toronto	ciudad, centro financiero, gran ciudad, municipalidad de nivel único, Divisiones censales de Canadá, capital provincial o territorial en Canadá, ciudad más grande	
Alcorn State University	escuela, universidad, lugar designado por el censo en los Estados Unidos, Universidad de concesión de tierras, HBCU, institución educativa pública de los Estados Unidos	
Rioverde	municipio de México	
El Carmen	villa, comuna de Chile	
ministerio de Salud		ministerio
Ligia Guerrero de Martinez	ser humano	
Ruth Montenegro	ser humano	
Andrea Rojas	ser humano ficticio, personaje de televisión	
Gustavo Vera Arizaga	ser humano	
Danny Valencia	ser humano	
Cristhian Rivas	ser humano	
Paes	página de desambiguación de Wikimedia	
Ecuador Figueroa	ser humano	
María Alejandra Muñoz	ser humano	
Alfonso Cachiguango	ser humano	
Juan Caicedo	ser humano	
Henry Raad Antón	ser humano	
Iliana Bowen	ser humano	
Génesis Casierra	ser humano	
Sonia Ferrín	ser humano	
Narcisa Mayorga	ser humano	
Adriana Argoti	ser humano	
Fernando Aguirre Cordero	ser humano	
